ID,cut_1193.94,cut_1145.7,cut_1085.4,cut_1025.1,cut_964.8,cut_904.5,cut_844.2,cut_783.9,cut_723.6,cut_663.3,cut_603,cut_542.7,cut_482.4,cut_422.1,cut_361.8,cut_301.5,cut_241.2,cut_180.9,cut_120.6,dendrogram_order
ENOG411DUYC,8,19,44,74,87,94,100,108,118,125,139,147,162,186,203,225,252,291,327,1.0
ENOG411DZDB,8,19,44,74,87,94,100,108,118,125,139,147,162,186,203,225,252,291,327,2.0
ENOG411DQCI,8,19,50,84,100,107,113,123,139,148,164,176,191,220,240,264,295,335,375,3.0
ENOG411DS36,8,19,50,84,100,107,113,123,139,148,164,176,191,220,240,264,295,335,375,4.0
ENOG411DQEQ,8,21,53,88,105,112,120,130,146,156,172,184,199,228,249,274,305,347,387,5.0
ENOG411DZZD,8,21,53,88,105,112,120,130,146,156,172,184,199,228,249,274,305,347,387,6.0
ENOG411DQDJ,8,21,56,91,108,115,124,134,150,161,180,192,207,237,259,285,317,360,401,7.0
ENOG411E16G,8,21,56,91,108,115,124,134,150,161,180,192,207,237,259,285,317,360,401,8.0
ENOG411DUTJ,8,23,64,100,121,128,140,151,168,185,208,223,239,271,297,330,367,413,457,9.0
ENOG411DXQ0,8,23,64,100,121,128,140,151,168,185,208,223,239,271,297,330,367,413,457,10.0
ENOG411E3B6,8,28,72,110,132,140,156,169,192,213,239,261,280,315,345,383,423,471,518,11.0
ENOG411EEJW,8,28,72,110,132,140,156,169,192,213,239,261,280,315,345,383,423,471,518,12.0
ENOG411DQBX,8,34,81,121,144,152,171,187,211,236,262,287,309,345,378,418,459,508,556,13.0
ENOG411DRV7,8,34,81,121,144,152,171,187,211,236,262,287,309,345,378,418,459,508,556,14.0
ENOG411DZJC,8,27,71,107,129,136,149,161,179,200,226,246,264,298,327,363,402,450,495,15.0
ENOG411E16V,8,27,71,107,129,136,149,161,179,200,226,246,264,298,327,363,402,450,495,16.0
ENOG411DV78,4,26,70,106,128,135,148,160,178,199,225,244,262,296,325,361,400,448,493,17.0
ENOG411E2D3,4,26,70,106,128,135,148,160,178,199,225,244,262,296,325,361,400,448,493,18.0
ENOG411DR7C,4,8,14,22,25,27,29,32,32,34,37,39,39,44,47,54,63,83,99,19.0
ENOG411DVVT,4,8,14,22,25,27,29,32,32,34,37,39,39,44,47,54,63,83,99,20.0
ENOG411DX0Y,4,29,73,111,133,141,157,170,193,215,241,263,283,318,348,387,427,475,522,21.0
ENOG411DYTR,4,29,73,111,133,141,157,170,193,215,241,263,283,318,348,387,427,475,522,22.0
ENOG411EBSN,4,33,80,119,142,150,169,185,208,233,259,284,306,341,373,413,454,503,551,23.0
ENOG411ECB4,4,33,80,119,142,150,169,185,208,233,259,284,306,341,373,413,454,503,551,24.0
ENOG411DRUB,4,30,75,113,135,143,161,176,199,222,248,271,291,326,358,397,437,486,533,25.0
ENOG411EKI1,4,30,75,113,135,143,161,176,199,222,248,271,291,326,358,397,437,486,533,26.0
ENOG411DZ6R,4,31,77,116,139,147,165,181,204,228,254,278,299,334,366,406,446,495,543,27.0
ENOG411EKJB,4,31,77,116,139,147,165,181,204,228,254,278,299,334,366,406,446,495,543,28.0
ENOG411E2KZ,4,32,78,117,140,148,166,182,205,229,255,279,300,335,367,407,448,497,545,29.0
ENOG411E440,4,32,78,117,140,148,166,182,205,229,255,279,300,335,367,407,448,497,545,30.0
ENOG411DRZV,4,35,83,123,146,154,173,189,213,239,265,290,312,349,382,422,464,513,561,31.0
ENOG411E0KV,4,35,83,123,146,154,173,189,213,239,265,290,312,349,382,422,464,513,561,32.0
ENOG411DR34,9,36,84,124,148,157,177,193,218,244,270,295,321,358,392,433,476,525,574,33.0
ENOG411DU16,9,36,84,124,148,157,177,193,218,244,270,295,321,358,392,433,476,525,574,34.0
ENOG411DURE,9,39,87,130,156,167,187,203,229,259,286,311,338,375,412,454,499,550,600,35.0
ENOG411DV8Y,9,39,87,130,156,167,187,203,229,259,286,311,338,375,412,454,499,550,600,36.0
ENOG411DT72,9,38,86,128,153,164,184,200,226,256,282,307,333,370,407,449,493,544,594,37.0
ENOG411DTCW,9,38,86,128,153,164,184,200,226,256,282,307,333,370,407,449,493,544,594,38.0
ENOG411DTXV,9,40,88,132,158,169,189,205,231,261,289,314,342,380,417,459,505,557,607,39.0
ENOG411DUD2,9,40,88,132,158,169,189,205,231,261,289,314,342,380,417,459,505,557,607,40.0
ENOG411DUNT,10,41,89,134,161,172,192,208,235,265,293,318,347,388,425,468,515,568,619,41.0
ENOG411E9UG,10,41,89,134,161,172,192,208,235,265,293,318,347,388,425,468,515,568,619,42.0
ENOG411DSDF,10,42,92,137,164,175,196,214,242,274,303,328,359,401,438,482,529,582,633,43.0
ENOG411DY1I,10,42,92,137,164,175,196,214,242,274,303,328,359,401,438,482,529,582,633,44.0
ENOG411EBRW,10,43,93,138,167,179,200,218,246,278,308,334,365,407,444,488,535,588,639,45.0
ENOG411EE5C,10,43,93,138,167,179,200,218,246,278,308,334,365,407,444,488,535,588,639,46.0
ENOG411DQKR,10,44,94,139,168,180,201,219,247,279,309,335,366,408,445,489,536,589,640,47.0
ENOG411DQXX,10,44,94,139,168,180,201,219,247,279,309,335,366,408,445,489,536,589,640,48.0
ENOG411DUPV,11,61,119,178,216,249,285,316,356,392,433,476,515,565,612,663,717,772,828,49.0
ENOG411DWA5,11,61,119,178,216,249,285,316,356,392,433,476,515,565,612,663,717,772,828,50.0
ENOG411DPYQ,11,47,97,147,179,195,219,239,269,302,334,365,400,443,480,525,573,628,682,51.0
ENOG411DWYK,11,47,97,147,179,195,219,239,269,302,334,365,400,443,480,525,573,628,682,52.0
ENOG411DURV,11,45,95,143,173,185,207,226,255,287,317,346,378,420,457,502,549,602,654,53.0
ENOG411E4FQ,11,45,95,143,173,185,207,226,255,287,317,346,378,420,457,502,549,602,654,54.0
ENOG411DWHN,11,46,96,144,174,186,208,227,256,288,318,348,380,422,459,504,551,604,656,55.0
ENOG411E6SH,11,46,96,144,174,186,208,227,256,288,318,348,380,422,459,504,551,604,656,56.0
ENOG411DU7F,12,50,100,150,182,199,225,245,275,308,340,371,407,451,489,535,583,638,693,57.0
ENOG411DWVW,12,50,100,150,182,199,225,245,275,308,340,371,407,451,489,535,583,638,693,58.0
ENOG411DSEW,12,49,99,149,181,198,224,244,274,307,339,370,406,450,488,534,582,637,692,59.0
ENOG411DXFW,12,49,99,149,181,198,224,244,274,307,339,370,406,450,488,534,582,637,692,60.0
ENOG411DPVB,12,55,112,166,201,225,256,282,317,352,388,424,462,507,550,599,650,705,761,61.0
ENOG411DUEJ,12,55,112,166,201,225,256,282,317,352,388,424,462,507,550,599,650,705,761,62.0
ENOG411DQ17,12,52,105,158,192,215,244,268,302,337,373,408,446,490,531,579,629,684,740,63.0
ENOG411DZVD,12,52,105,158,192,215,244,268,302,337,373,408,446,490,531,579,629,684,740,64.0
ENOG411DQN6,13,51,104,157,191,213,242,266,299,334,369,402,440,484,525,573,623,678,734,65.0
ENOG411DSDU,13,51,104,157,191,213,242,266,299,334,369,402,440,484,525,573,623,678,734,66.0
ENOG411DXJJ,13,54,110,164,199,223,254,280,315,350,386,422,460,505,548,596,646,701,757,67.0
ENOG411E7H5,13,54,110,164,199,223,254,280,315,350,386,422,460,505,548,596,646,701,757,68.0
ENOG411E87N,13,53,109,163,198,222,253,279,314,349,385,421,459,504,547,595,645,700,756,69.0
ENOG411EH8G,13,53,109,163,198,222,253,279,314,349,385,421,459,504,547,595,645,700,756,70.0
ENOG411DSE1,13,57,115,170,206,231,262,289,324,360,396,432,470,516,559,608,659,714,770,71.0
ENOG411DSEU,13,57,115,170,206,231,262,289,324,360,396,432,470,516,559,608,659,714,770,72.0
ENOG411DQHX,14,60,118,174,210,237,269,298,334,370,408,446,485,532,578,629,683,738,794,73.0
ENOG411DSPR,14,60,118,174,210,237,269,298,334,370,408,446,485,532,578,629,683,738,794,74.0
ENOG411DSHE,14,59,117,173,209,235,267,296,332,368,406,444,483,530,576,627,681,736,792,75.0
ENOG411DV9V,14,59,117,173,209,235,267,296,332,368,406,444,483,530,576,627,681,736,792,76.0
ENOG411DU0J,14,58,116,172,208,234,266,293,329,365,403,439,477,523,568,618,670,725,781,77.0
ENOG411DXCH,14,58,116,172,208,234,266,293,329,365,403,439,477,523,568,618,670,725,781,78.0
ENOG411DYR4,14,62,122,181,223,258,295,326,366,404,446,491,530,580,629,680,734,789,845,79.0
ENOG411EKX7,14,62,122,181,223,258,295,326,366,404,446,491,530,580,629,680,734,789,845,80.0
ENOG411DSWG,2,9,16,25,28,32,35,39,39,41,45,47,48,55,58,65,76,97,117,81.0
ENOG411DUGG,2,9,16,25,28,32,35,39,39,41,45,47,48,55,58,65,76,97,117,82.0
ENOG411DSFU,2,10,23,34,37,42,46,50,52,54,60,63,66,78,82,91,106,131,155,83.0
ENOG411E01U,2,10,23,34,37,42,46,50,52,54,60,63,66,78,82,91,106,131,155,84.0
ENOG411DTQ9,2,3,6,11,13,14,16,19,19,21,23,25,25,28,30,34,43,59,71,85.0
ENOG411DTKV,2,3,6,11,13,14,16,19,19,21,23,25,25,28,30,34,43,59,71,86.0
ENOG411E4WR,2,3,6,11,13,14,16,19,19,21,23,25,25,28,30,34,43,59,71,87.0
ENOG411DT89,2,5,8,14,16,17,19,22,22,24,27,29,29,32,34,38,47,63,76,88.0
ENOG411DQEB,2,5,8,14,16,17,19,22,22,24,27,29,29,32,34,38,47,63,76,89.0
ENOG411DR5B,2,5,8,14,16,17,19,22,22,24,27,29,29,32,34,38,47,63,76,90.0
ENOG411DQD4,3,7,12,20,22,24,26,29,29,31,34,36,36,41,44,51,60,189,218,91.0
ENOG411DQGH,3,7,12,20,22,24,26,29,29,31,34,36,36,41,44,51,60,80,96,92.0
ENOG411DS00,3,7,12,20,22,24,26,29,29,31,34,36,36,41,44,51,60,80,96,93.0
ENOG411DTTT,3,7,12,20,22,24,26,29,29,31,34,36,36,41,44,51,60,80,101,94.0
ENOG411DWGM,3,7,12,20,22,24,26,29,29,31,34,36,36,41,44,51,60,80,101,95.0
ENOG411DZYN,3,7,12,20,22,24,26,29,29,31,34,36,36,41,44,51,60,80,101,96.0
ENOG411DR58,3,7,12,20,22,24,26,29,29,31,34,36,36,41,44,51,60,80,101,97.0
ENOG411DQNK,3,7,12,20,22,24,26,29,29,31,34,36,36,41,44,51,60,80,101,98.0
ENOG411DQQN,3,48,98,148,180,196,220,240,270,303,335,366,401,544,591,642,696,751,807,99.0
ENOG411E3JV,3,48,98,148,180,196,220,240,270,303,335,366,401,444,796,856,916,977,1037,100.0
ENOG411DS75,3,48,98,148,180,196,220,240,270,303,335,366,401,444,481,526,574,629,683,101.0
ENOG411DYTA,3,48,98,148,180,196,220,240,270,303,335,366,401,444,481,526,574,629,683,102.0
ENOG411DQ27,3,6,9,16,18,20,22,25,260,292,323,353,387,430,467,512,560,614,667,103.0
ENOG411E4D9,3,6,9,16,18,20,22,25,25,27,30,32,32,36,39,45,54,73,89,104.0
ENOG411E5XI,3,6,9,16,18,20,22,25,25,27,30,32,540,591,642,693,748,803,860,105.0
ENOG411DQVA,3,24,65,101,122,129,141,152,217,243,269,294,320,357,391,432,475,524,573,106.0
ENOG411DYNX,3,24,65,101,122,129,141,152,217,243,269,294,320,357,744,803,862,923,983,107.0
ENOG411DRKH,3,24,65,101,122,129,141,152,170,188,211,226,242,275,301,334,372,418,462,108.0
ENOG411DTZD,3,24,65,101,122,129,141,152,170,188,211,226,384,427,464,509,557,610,663,109.0
ENOG411DU6H,3,24,65,101,122,129,141,152,170,188,211,226,384,427,572,623,675,730,786,110.0
ENOG411DW18,6,17,39,64,75,82,87,94,119,126,140,148,163,188,206,228,255,294,330,111.0
ENOG411E26V,6,17,39,64,75,82,87,94,103,110,123,130,142,164,178,198,220,257,292,112.0
ENOG411E4MH,6,17,39,64,75,82,87,94,103,110,472,521,566,623,677,731,788,843,900,113.0
ENOG411DR6K,6,14,32,51,56,62,67,122,138,147,163,174,189,218,238,262,293,333,373,114.0
ENOG411DQW8,6,14,32,51,56,62,67,71,76,80,90,94,99,116,123,137,152,184,213,115.0
ENOG411E050,6,14,32,51,56,62,67,71,76,80,462,510,553,609,660,713,769,824,881,116.0
ENOG411E9CB,6,13,31,50,55,61,66,349,400,455,510,565,622,682,738,797,855,916,976,117.0
ENOG411E470,6,13,31,50,55,61,66,70,75,78,86,89,93,109,116,130,145,177,204,118.0
ENOG411E605,6,13,31,50,55,61,66,70,75,78,461,509,552,608,659,712,768,823,880,119.0
ENOG411E0SD,6,15,34,56,63,69,74,363,420,477,533,591,649,709,768,828,888,949,1009,120.0
ENOG411DVT3,6,15,34,56,63,69,74,78,84,90,101,105,111,128,136,152,169,203,232,121.0
ENOG411DXZF,6,15,34,56,63,69,74,78,84,90,320,350,382,424,461,506,554,607,659,122.0
ENOG411DRZ8,7,16,36,59,67,73,78,273,308,343,379,414,452,496,537,585,635,690,746,123.0
ENOG411DRV0,7,16,36,59,67,73,78,82,88,94,105,109,115,133,141,157,175,209,238,124.0
ENOG411DYRK,7,16,36,59,67,73,78,82,88,94,466,515,558,614,666,719,776,831,888,125.0
ENOG411DXC7,7,22,58,93,111,118,129,390,449,507,567,626,686,746,807,867,927,988,1048,126.0
ENOG411DVKX,7,22,58,93,111,118,129,139,156,168,187,199,214,245,268,295,327,370,412,127.0
ENOG411DWPV,7,22,58,93,111,118,129,139,156,168,488,539,588,648,704,761,819,876,933,128.0
ENOG411DTEA,7,56,113,167,202,226,257,295,331,367,405,441,479,525,570,621,673,728,784,129.0
ENOG411DQBJ,7,56,113,167,202,226,257,283,318,353,389,425,463,508,551,600,651,706,762,130.0
ENOG411EKD0,7,56,113,167,202,226,257,283,318,510,570,629,689,749,810,870,930,991,1051,131.0
ENOG411DQZ2,7,37,85,127,152,163,183,288,323,359,395,431,469,515,558,607,658,713,769,132.0
ENOG411DT8Z,7,37,85,127,152,163,183,372,429,487,544,602,661,721,781,841,901,962,1022,133.0
ENOG411DS76,7,37,85,127,152,163,183,199,225,255,281,306,332,369,406,448,492,543,593,134.0
ENOG411E0UA,7,37,85,127,152,163,183,199,225,461,516,571,629,689,746,805,864,925,985,135.0
ENOG411DSKY,5,11,25,36,39,44,318,364,421,478,534,592,650,710,769,829,889,950,1010,136.0
ENOG411DS8E,5,11,25,36,39,44,48,52,55,57,63,66,69,81,86,96,111,137,161,137.0
ENOG411DXYF,5,11,25,36,39,44,48,52,55,57,195,209,224,255,279,310,344,389,433,138.0
ENOG411E2MK,5,11,25,36,39,44,48,52,55,57,195,209,224,255,279,310,344,884,941,139.0
ENOG411E6H3,5,12,28,45,50,55,91,98,107,114,127,134,146,168,183,203,225,263,298,140.0
ENOG411E72I,5,12,28,45,50,55,91,98,107,114,127,134,146,168,183,203,225,263,298,141.0
ENOG411E5KS,5,12,28,45,50,55,59,63,66,69,76,79,83,97,103,115,130,160,186,142.0
ENOG411E637,5,12,28,45,50,55,59,63,66,248,274,299,325,362,397,439,482,531,580,143.0
ENOG411EC0B,5,20,51,86,102,109,116,126,142,152,168,180,195,224,244,269,300,341,381,144.0
ENOG411EKXU,5,20,51,86,102,109,116,126,382,432,482,533,580,640,695,751,808,865,922,145.0
ENOG411EGBQ,5,20,51,125,150,159,179,195,220,249,275,300,326,363,398,440,483,533,582,146.0
ENOG411EDFG,5,20,51,125,150,159,179,294,330,366,404,440,478,524,569,620,672,727,783,147.0
ENOG411DUPI,5,25,67,103,124,131,144,155,173,194,220,238,256,289,318,352,391,438,483,148.0
ENOG411DWQP,5,25,67,103,124,131,144,155,393,445,499,553,606,666,722,781,839,899,956,149.0
ENOG411DUJJ,5,25,67,140,169,181,202,220,248,280,310,336,367,409,446,490,537,590,641,150.0
ENOG411DXBU,5,25,67,140,169,181,202,220,416,473,529,587,645,705,764,824,883,944,1004,151.0
ENOG411DVQY,1,2,103,156,190,209,237,260,293,327,362,393,430,474,514,561,610,665,721,152.0
ENOG411DRWI,1,2,103,156,190,209,237,329,369,408,450,495,535,585,634,685,739,794,850,153.0
ENOG411EF1K,1,2,2,3,4,281,331,379,437,495,553,611,671,731,791,851,911,972,1032,154.0
ENOG411E51P,1,2,2,3,4,4,4,4,4,4,24,26,26,29,31,35,44,60,72,155.0
ENOG411E2PK,1,2,2,3,4,4,4,4,4,4,4,4,4,64,67,74,189,224,257,156.0
ENOG411E4SP,1,2,2,3,4,4,4,4,4,4,4,4,4,64,67,74,86,107,128,157.0
ENOG411E4X2,1,2,2,3,4,4,4,4,4,4,4,4,4,64,67,74,86,108,129,158.0
ENOG411EKM0,1,2,2,3,4,4,4,4,4,4,4,4,4,5,780,840,900,961,1021,159.0
ENOG411E4YY,1,2,2,3,4,4,4,4,4,4,4,4,4,5,5,6,7,46,55,160.0
ENOG411E58N,1,2,2,3,4,4,4,4,4,4,4,4,4,5,5,6,7,46,695,161.0
ENOG411E4W9,1,2,2,3,4,4,4,4,4,4,4,4,4,5,5,6,7,10,14,162.0
ENOG411E4XB,1,2,2,3,4,4,4,4,4,4,4,4,4,5,5,6,7,10,36,163.0
ENOG411EDHR,1,1,46,171,207,233,265,292,327,363,400,436,474,520,565,614,666,721,777,164.0
ENOG411EEFA,1,1,46,171,207,233,265,395,455,515,575,635,695,755,816,876,936,997,1057,165.0
ENOG411E2YH,1,1,46,76,89,214,243,267,301,336,372,405,443,487,528,576,626,681,737,166.0
ENOG411DYR2,1,1,46,76,89,96,102,306,344,380,420,463,502,551,598,649,703,758,814,167.0
ENOG411DUMQ,1,1,46,76,89,96,102,111,122,129,143,151,166,191,209,231,258,297,336,168.0
ENOG411E3S8,1,1,46,76,89,96,102,111,122,193,219,237,253,286,315,349,388,434,479,169.0
ENOG411ECVM,1,1,19,30,33,38,42,416,476,536,596,657,717,777,838,898,958,1019,1079,170.0
ENOG411DQ9Q,1,1,19,30,33,38,42,247,277,310,342,373,409,453,491,537,585,640,696,171.0
ENOG411DUN4,1,1,19,30,33,38,42,46,48,50,55,58,60,71,75,83,96,120,144,172.0
ENOG411DZ4V,1,1,19,30,33,38,42,46,48,412,454,501,544,596,647,699,754,809,866,173.0
ENOG411DYDM,1,1,82,122,145,153,172,188,212,237,263,288,310,347,380,420,461,510,558,174.0
ENOG411DUDJ,1,1,82,122,145,153,172,188,353,389,430,473,512,562,609,660,714,769,825,175.0
ENOG411DRK5,1,1,40,65,76,83,277,307,345,381,421,464,503,552,599,650,704,759,815,176.0
ENOG411E3DU,1,1,40,65,76,83,231,253,284,318,352,383,419,463,502,549,598,653,709,177.0
ENOG411DQNA,1,1,40,65,76,83,88,95,104,111,124,131,143,165,180,200,222,259,294,178.0
ENOG411DPQT,1,1,40,65,76,83,88,95,126,134,149,158,173,201,219,241,270,309,348,179.0
ENOG411EMQK,1,1,40,65,76,83,88,95,126,134,473,522,567,624,678,732,789,844,901,180.0
ENOG411E2DP,1,1,40,120,143,267,310,351,403,458,513,568,625,685,741,800,859,920,980,181.0
ENOG411DVJ9,1,1,40,120,143,151,170,186,209,234,260,285,307,343,375,415,456,505,553,182.0
ENOG411DYF5,1,1,40,120,143,151,170,186,328,364,401,437,475,521,566,615,667,722,778,183.0
ENOG411EACZ,1,1,63,169,205,230,261,287,322,358,394,430,468,514,557,606,657,712,768,184.0
ENOG411EB2G,1,1,63,169,205,230,261,287,409,466,522,577,635,695,753,813,872,933,993,185.0
ENOG411E9TY,1,1,63,99,119,126,138,149,166,182,204,218,234,265,290,322,357,403,447,186.0
ENOG411ECK0,1,1,63,99,119,126,138,341,390,442,496,549,601,661,717,776,834,894,951,187.0
ENOG411DZK7,1,1,22,33,36,41,45,49,51,53,59,62,65,76,80,89,104,129,153,188.0
ENOG411E32I,1,1,22,33,36,41,45,49,51,53,456,503,546,599,650,702,758,813,870,189.0
ENOG411DSJY,1,1,66,176,214,245,280,310,348,384,424,467,506,555,602,653,707,762,818,190.0
ENOG411DZF1,1,1,66,176,214,245,280,310,407,464,520,575,633,693,750,809,868,929,989,191.0
ENOG411DQT3,1,1,66,102,123,130,142,153,171,189,212,227,243,276,302,335,373,419,463,192.0
ENOG411DSGU,1,1,66,102,123,130,264,291,326,362,399,435,473,519,564,613,664,719,775,193.0
ENOG411DTZF,1,1,59,94,112,187,209,228,257,289,319,349,381,423,460,505,553,606,658,194.0
ENOG411DSTD,1,1,59,94,112,119,130,213,241,272,301,326,356,398,435,478,525,578,629,195.0
ENOG411DQD8,1,1,59,94,112,119,130,140,157,169,188,200,215,246,269,296,329,372,414,196.0
ENOG411DUNR,1,1,59,94,112,119,130,140,157,437,489,540,589,649,705,762,820,877,934,197.0
ENOG411E9VJ,1,1,42,82,96,103,109,250,281,315,348,379,415,459,498,545,594,649,705,198.0
ENOG411DTC9,1,1,42,82,96,103,109,118,132,141,156,167,182,211,230,254,284,324,363,199.0
ENOG411EB69,1,1,42,82,96,103,109,118,132,428,478,529,575,633,688,743,800,855,912,200.0
ENOG411DVWQ,1,1,42,68,79,86,92,99,108,115,128,135,147,170,185,205,227,265,300,201.0
ENOG411E41U,1,1,42,68,79,212,240,264,297,332,367,400,437,481,522,570,620,675,731,202.0
ENOG411EBWN,1,1,42,68,79,212,240,419,479,539,599,660,720,780,841,901,961,1022,1082,203.0
ENOG411E3MB,1,1,102,154,189,208,236,258,291,325,359,390,427,471,510,557,606,661,717,204.0
ENOG411DXSA,1,1,102,154,187,206,233,255,286,320,354,385,421,465,504,551,600,655,711,205.0
ENOG411E3XC,1,1,102,154,187,206,233,255,286,513,573,633,693,753,814,874,934,995,1055,206.0
ENOG411DVNI,1,1,49,155,188,207,234,256,287,321,355,386,422,466,505,552,601,656,712,207.0
ENOG411E4IX,1,1,49,155,188,207,234,346,397,450,505,560,616,676,732,791,849,910,969,208.0
ENOG411DW6E,1,1,49,81,95,139,154,167,188,209,235,257,276,310,340,378,418,466,513,209.0
ENOG411DRFV,1,1,49,81,95,102,108,117,131,140,155,166,181,210,229,253,282,322,361,210.0
ENOG411DVNU,1,1,49,81,95,102,108,117,131,429,479,530,576,634,689,744,801,856,913,211.0
ENOG411ED95,1,1,74,112,227,265,308,348,399,454,509,564,621,681,737,796,854,915,974,212.0
ENOG411DR84,1,1,74,112,134,142,158,172,195,217,243,266,286,321,352,391,431,480,527,213.0
ENOG411E2VM,1,1,74,112,134,142,158,172,195,452,507,562,619,679,735,794,852,913,972,214.0
ENOG411DZ81,1,1,55,90,107,114,122,421,481,541,601,662,722,782,843,903,963,1024,1084,215.0
ENOG411DPQW,1,1,55,90,107,114,122,132,148,158,174,186,201,230,251,276,307,349,389,216.0
ENOG411DTE8,1,1,55,90,107,114,122,132,148,435,485,536,583,643,699,755,813,870,927,217.0
ENOG411E1TY,1,1,76,114,136,144,162,275,310,345,381,416,454,498,539,587,637,692,748,218.0
ENOG411E9BX,1,1,76,114,136,144,162,178,201,225,251,275,296,331,363,403,443,492,540,219.0
ENOG411EBGK,1,1,76,114,136,144,162,178,201,453,508,563,620,680,736,795,853,914,973,220.0
