ID,cut_1193.94,cut_1145.7,cut_1085.4,cut_1025.1,cut_964.8,cut_904.5,cut_844.2,cut_783.9,cut_723.6,cut_663.3,cut_603,cut_542.7,cut_482.4,cut_422.1,cut_361.8,cut_301.5,cut_241.2,cut_180.9,cut_120.6,dendrogram_order
ENOG411DXFY,1,1,4,49,54,60,65,69,74,88,99,103,317,354,388,429,471,520,569,448.0
ENOG411DQ20,1,1,4,54,86,93,99,107,117,124,138,146,161,185,202,224,250,289,325,449.0
ENOG411DYYS,1,1,4,54,86,93,99,107,117,124,138,146,161,630,684,739,796,851,908,450.0
ENOG411DWM0,1,1,4,54,126,133,306,345,396,449,504,559,614,674,730,789,847,908,966,451.0
ENOG411DZJB,1,1,4,54,126,133,146,158,176,197,223,241,259,292,321,355,394,441,486,452.0
ENOG411DS7N,1,1,4,54,126,133,146,158,176,197,223,241,272,306,336,373,412,460,506,453.0
ENOG411DQBR,1,1,4,54,61,67,72,76,354,390,431,474,513,563,610,661,715,770,826,454.0
ENOG411DT28,1,1,4,54,61,67,72,76,81,86,97,101,107,124,132,147,164,198,227,455.0
ENOG411DT8S,1,1,4,54,61,67,72,76,81,86,97,129,141,163,177,197,219,256,291,456.0
ENOG411DSYI,1,1,4,54,61,67,72,76,81,135,294,319,349,390,427,470,517,570,621,457.0
ENOG411DPZR,1,1,4,54,61,67,72,76,81,135,150,160,175,204,222,244,273,312,351,458.0
ENOG411DS4I,1,1,4,54,61,67,72,76,81,135,150,162,177,206,224,246,275,314,353,459.0
ENOG411DXT1,1,1,4,54,61,67,72,76,81,135,150,162,177,206,676,730,787,842,899,460.0
ENOG411DQME,1,1,4,54,60,66,71,110,121,128,142,150,165,190,208,230,257,296,334,461.0
ENOG411DR1Y,1,1,4,54,60,66,71,110,121,266,295,320,350,391,428,471,518,571,622,462.0
ENOG411DQBZ,1,1,4,54,60,66,71,75,80,176,197,211,314,351,384,424,466,515,563,463.0
ENOG411DUXD,1,1,4,54,60,66,71,75,80,176,197,211,226,257,281,312,347,393,437,464.0
ENOG411DYFA,1,1,4,54,60,66,71,75,80,176,197,211,226,257,281,768,826,886,943,465.0
ENOG411DTC6,1,1,4,54,60,66,71,75,80,85,414,456,495,542,589,640,694,749,805,466.0
ENOG411DTNM,1,1,4,54,60,66,71,75,80,85,96,249,267,301,330,366,405,453,498,467.0
ENOG411E17D,1,1,4,54,60,66,71,75,80,85,96,100,105,637,692,748,805,861,918,468.0
ENOG411DPWH,1,1,4,54,60,66,71,75,80,85,96,100,105,122,130,145,162,196,225,469.0
ENOG411DSI8,1,1,4,54,60,66,71,75,80,85,96,100,105,122,173,193,215,251,286,470.0
ENOG411DZ7Y,1,1,4,54,60,66,71,75,80,85,96,100,105,122,482,527,575,630,684,471.0
ENOG411DRZA,1,1,4,151,183,200,226,246,276,309,341,372,408,452,490,536,584,639,694,472.0
ENOG411DPQC,1,1,4,41,218,251,287,318,358,394,435,478,517,567,614,665,719,774,830,473.0
ENOG411DU01,1,1,4,41,176,190,212,231,261,293,324,354,388,431,468,513,561,615,668,474.0
ENOG411DTP0,1,1,4,41,45,201,227,248,278,311,343,374,410,454,492,538,586,641,697,475.0
ENOG411DT2D,1,1,4,41,45,211,239,263,296,331,366,397,434,478,519,567,616,671,727,476.0
ENOG411DTHH,1,1,4,41,45,197,221,241,271,304,336,367,402,445,483,528,576,631,685,477.0
ENOG411DTD7,1,1,4,41,45,286,339,387,446,504,564,623,683,743,804,864,924,985,1045,478.0
ENOG411DWDP,1,1,4,41,45,50,333,381,440,498,557,615,675,735,795,855,915,976,1036,479.0
ENOG411DWZB,1,1,4,41,45,50,319,365,422,479,535,593,651,711,770,830,890,951,1011,480.0
ENOG411EM7X,1,1,4,41,45,50,305,344,394,447,501,555,608,668,724,783,841,901,958,481.0
ENOG411DV6Q,1,1,4,41,45,50,54,336,383,433,483,534,581,641,696,752,809,866,923,482.0
ENOG411DW3D,1,1,4,41,45,50,54,58,71,74,134,142,156,180,197,219,243,282,318,483.0
ENOG411DTS6,1,1,4,41,45,50,54,58,71,74,81,84,88,103,109,121,136,167,194,484.0
ENOG411DWI8,1,1,4,41,45,50,54,58,71,74,81,84,88,103,272,300,333,376,418,485.0
ENOG411DT0M,1,1,4,41,45,50,54,58,71,74,81,91,96,131,139,155,172,206,235,486.0
ENOG411EKSI,1,1,4,41,45,50,54,58,71,74,81,91,96,131,664,717,774,829,886,487.0
ENOG411DS1X,1,1,4,41,45,50,54,58,71,74,81,91,96,112,119,133,148,180,208,488.0
ENOG411DT9P,1,1,4,41,45,50,54,58,71,74,81,91,96,112,151,168,188,223,256,489.0
ENOG411DRBE,1,1,4,41,45,50,54,58,61,170,189,418,456,500,542,590,640,695,751,490.0
ENOG411DTGI,1,1,4,41,45,50,54,58,61,170,189,201,216,247,270,298,331,374,416,491.0
ENOG411DVCN,1,1,4,41,45,50,54,58,61,170,189,201,216,247,310,344,383,429,474,492.0
ENOG411DUU7,1,1,4,41,45,50,54,58,61,63,69,72,254,287,316,350,389,436,481,493.0
ENOG411DQK4,1,1,4,41,45,50,54,58,61,63,69,72,76,90,96,108,123,150,175,494.0
ENOG411DXJ5,1,1,4,41,45,50,54,58,61,63,69,72,76,90,96,305,338,382,426,495.0
ENOG411DY70,1,1,4,41,45,50,54,58,61,63,87,90,282,317,347,386,426,474,521,496.0
ENOG411DUK0,1,1,4,41,45,50,54,58,61,63,87,90,255,288,317,351,390,437,482,497.0
ENOG411DQ5U,1,1,4,41,45,50,54,58,61,63,87,90,95,111,118,132,147,179,207,498.0
ENOG411DWEC,1,1,4,41,45,50,54,58,61,63,87,90,95,187,205,227,254,293,329,499.0
ENOG411DXBJ,1,1,4,145,175,189,211,230,259,291,322,352,386,429,466,511,559,613,666,500.0
ENOG411DURR,1,1,4,145,175,189,211,259,292,326,360,391,428,472,511,558,607,662,718,501.0
ENOG411DUTE,1,1,4,95,114,121,132,142,159,172,192,205,220,251,275,303,336,380,424,502.0
ENOG411DYXP,1,1,4,95,114,121,132,339,386,438,491,542,593,653,709,766,824,881,938,503.0
ENOG411DVUV,1,1,4,9,113,120,131,141,158,171,190,202,217,248,271,299,332,375,417,504.0
ENOG411DUIX,1,1,4,9,237,284,337,385,444,502,562,621,681,741,802,862,922,983,1043,505.0
ENOG411DY3T,1,1,4,9,231,274,317,361,418,475,531,589,647,707,766,826,885,946,1006,506.0
ENOG411EM3Z,1,1,4,9,11,289,344,396,456,516,576,636,696,756,817,877,937,998,1058,507.0
ENOG411DUDG,1,1,4,9,11,276,323,370,427,485,542,600,659,719,778,838,898,959,1019,508.0
ENOG411DQJ8,1,1,4,9,11,12,14,17,17,19,21,399,436,480,521,569,619,674,730,509.0
ENOG411DSBH,1,1,4,9,11,12,14,17,17,19,21,23,116,134,142,158,176,210,239,510.0
ENOG411DTI1,1,1,4,9,11,12,14,17,17,19,21,23,116,152,161,179,200,236,270,511.0
ENOG411DV2G,1,1,4,9,11,12,14,17,17,19,21,23,23,113,120,134,149,181,210,512.0
ENOG411DTFF,1,1,4,9,11,12,14,17,17,19,21,23,23,113,189,209,232,270,305,513.0
ENOG411DQBP,1,1,4,9,11,12,14,17,17,19,21,23,23,26,28,32,41,57,66,514.0
ENOG411DURZ,1,1,4,9,11,12,14,17,17,19,21,23,23,86,172,192,214,250,285,515.0
ENOG411E2TI,1,1,4,9,11,12,14,17,17,19,21,23,23,86,698,754,811,868,925,516.0
ENOG411DRGU,1,1,4,9,11,12,14,17,17,19,21,23,23,86,92,103,118,145,170,517.0
ENOG411DWME,1,1,4,9,11,12,14,17,17,19,21,23,23,86,92,103,158,192,221,518.0
ENOG411DSG2,1,1,4,9,11,12,14,17,45,47,51,253,271,305,335,372,411,459,505,519.0
ENOG411DZXU,1,1,4,9,11,12,14,17,45,47,51,253,271,526,571,622,674,729,785,520.0
ENOG411DS7V,1,1,4,9,11,12,14,17,45,47,51,54,56,66,70,77,90,112,133,521.0
ENOG411EM0F,1,1,4,9,11,12,14,17,45,47,51,54,654,714,773,833,893,954,1014,522.0
ENOG411EA4A,1,1,4,9,11,12,60,64,68,71,78,81,594,654,710,767,825,882,939,523.0
ENOG411DW70,1,1,4,9,11,12,60,64,68,71,78,81,85,99,105,117,132,163,189,524.0
ENOG411E42C,1,1,4,9,11,12,60,64,68,71,78,81,85,99,105,710,766,821,878,525.0
ENOG411DX1G,1,1,4,9,11,12,60,89,96,103,115,119,131,153,162,180,201,237,272,526.0
ENOG411DZNJ,1,1,4,9,11,12,60,89,128,137,490,541,590,650,706,763,821,878,935,527.0
ENOG411DQM7,1,1,4,9,11,12,60,89,128,137,152,163,178,207,225,248,277,317,356,528.0
ENOG411DZH4,1,1,4,9,11,12,60,89,128,137,152,163,232,263,288,320,355,401,445,529.0
ENOG411DVK3,1,1,21,32,35,40,44,48,50,65,71,74,78,92,98,110,125,152,178,530.0
ENOG411DRC7,1,1,21,32,35,40,44,48,50,52,58,61,64,75,79,88,102,126,150,531.0
ENOG411DXNG,1,1,21,32,35,40,44,48,50,52,58,61,64,75,79,88,102,126,150,532.0
ENOG411E6GM,1,1,30,48,236,283,334,382,441,499,558,616,676,736,797,857,917,978,1038,533.0
ENOG411DS7C,1,1,30,48,165,176,197,215,243,275,305,330,361,403,440,484,531,584,635,534.0
ENOG411DXER,1,1,30,48,53,161,181,197,306,341,377,412,450,494,535,583,633,688,744,535.0
ENOG411E5H8,1,1,30,48,53,161,181,197,223,253,559,618,678,738,799,859,919,980,1040,536.0
ENOG411DV6D,1,1,30,48,53,161,181,197,223,253,279,304,330,367,404,446,490,541,591,537.0
ENOG411DWUV,1,1,30,48,53,161,181,197,223,253,279,451,490,537,583,634,688,743,799,538.0
ENOG411DYJR,1,1,30,48,53,241,274,303,341,377,416,459,498,547,594,645,699,754,810,539.0
ENOG411E1HV,1,1,30,48,53,59,64,68,73,76,361,392,429,473,513,560,609,664,720,540.0
ENOG411DTC1,1,1,30,48,53,59,64,68,73,76,347,378,414,458,497,544,593,648,704,541.0
ENOG411E0PG,1,1,30,48,53,59,64,68,73,76,83,86,90,171,186,206,228,266,301,542.0
ENOG411DY10,1,1,30,48,53,59,64,68,73,76,83,86,90,106,113,127,142,174,201,543.0
ENOG411DW17,1,1,30,48,53,59,64,68,73,76,83,86,90,106,113,127,177,211,240,544.0
ENOG411DYT8,1,1,30,48,53,59,134,145,162,251,277,302,328,365,401,443,486,537,586,545.0
ENOG411DU4F,1,1,30,48,53,59,134,145,162,177,398,434,472,518,562,611,662,717,773,546.0
ENOG411DYSX,1,1,30,48,53,59,134,145,162,177,198,212,227,258,282,313,348,394,438,547.0
ENOG411E046,1,1,30,48,53,59,134,145,162,177,198,212,227,295,324,360,399,447,492,548.0
ENOG411DQ3B,1,1,30,48,53,59,134,145,162,177,198,338,369,411,448,493,540,593,644,549.0
ENOG411E56X,1,1,30,48,53,59,134,145,162,177,198,338,439,483,524,572,622,677,733,550.0
ENOG411E3MU,1,1,30,129,155,166,186,202,228,258,285,310,337,374,411,453,498,549,599,551.0
ENOG411E58S,1,1,30,129,155,166,186,354,406,462,518,573,631,691,748,807,866,927,987,552.0
ENOG411E4MF,1,1,30,77,90,247,283,314,352,388,428,471,510,560,607,658,712,767,823,553.0
ENOG411DPVJ,1,1,30,77,90,97,241,265,298,333,368,401,438,482,523,571,621,676,732,554.0
ENOG411E3XS,1,1,30,77,90,97,103,112,123,190,213,228,244,277,303,336,374,420,464,555.0
ENOG411E3WK,1,1,30,77,90,97,103,112,123,190,213,228,244,277,303,336,374,564,615,556.0
ENOG411DWFI,1,1,30,77,90,97,103,112,123,130,205,219,235,266,402,444,487,538,588,557.0
ENOG411DRA4,1,1,30,77,90,97,103,112,123,130,205,219,235,266,292,324,359,405,449,558.0
ENOG411DR5P,1,1,30,77,90,97,103,112,123,130,205,219,235,266,292,324,363,409,453,559.0
ENOG411E0FE,1,1,30,77,90,97,103,112,123,130,144,152,344,385,422,465,512,565,616,560.0
ENOG411E3XN,1,1,30,77,90,97,103,112,123,130,144,152,344,385,545,593,643,698,754,561.0
ENOG411E5IG,1,1,30,77,90,97,103,112,123,130,144,152,344,385,685,740,797,852,909,562.0
ENOG411DXZJ,1,1,30,77,90,97,103,112,123,130,144,152,167,194,212,234,261,300,339,563.0
ENOG411DSTZ,1,1,30,77,90,97,103,112,123,130,144,152,167,200,218,240,269,308,347,564.0
ENOG411E5R3,1,1,52,108,130,137,150,171,194,216,242,264,284,319,350,389,429,477,524,565.0
ENOG411DS85,1,1,52,108,130,137,150,171,194,216,242,264,335,372,409,451,495,546,596,566.0
ENOG411E3C3,1,1,52,108,130,137,150,163,181,202,228,248,266,300,329,365,404,452,497,567.0
ENOG411E5W0,1,1,52,108,130,137,150,163,181,202,487,538,585,645,701,758,816,873,930,568.0
ENOG411DPZ6,1,1,52,87,149,158,178,194,219,245,271,296,322,359,393,435,478,527,576,569.0
ENOG411E7M0,1,1,52,87,103,156,175,191,215,241,267,292,316,353,387,428,470,519,568,570.0
ENOG411DV3F,1,1,52,87,103,244,278,308,346,382,422,465,504,553,600,651,705,760,816,571.0
ENOG411E5ET,1,1,52,87,103,110,117,127,143,153,169,181,196,225,245,270,301,342,382,572.0
ENOG411DV16,1,1,52,87,103,110,117,127,143,153,215,231,247,280,306,339,378,424,469,573.0
ENOG411DT41,1,1,52,87,103,110,117,127,190,211,237,259,278,312,342,380,420,468,515,574.0
ENOG411DQ1W,1,1,52,87,103,110,117,127,210,235,261,286,308,344,376,416,457,506,554,575.0
ENOG411DZWN,1,1,5,10,12,13,15,18,18,20,330,360,395,438,475,520,568,622,676,576.0
ENOG411DUJ0,1,1,5,10,12,13,15,18,18,20,22,24,24,27,29,33,42,58,68,577.0
ENOG411DSM6,1,1,5,10,12,13,15,18,18,20,22,24,24,27,29,33,42,58,68,578.0
ENOG411DQ7Y,1,1,1,63,73,80,85,92,101,108,120,125,137,159,170,190,212,248,283,579.0
ENOG411DRZJ,1,1,1,63,73,80,85,92,376,422,470,519,564,620,673,727,784,839,896,580.0
ENOG411DUJW,1,1,1,63,171,183,204,222,250,282,312,340,371,413,450,495,542,595,647,581.0
ENOG411DWT6,1,1,1,63,171,183,204,342,391,443,497,551,604,664,720,779,837,897,954,582.0
ENOG411DWXK,1,1,1,62,72,79,84,90,97,104,402,438,476,522,567,616,668,723,779,583.0
ENOG411DUAN,1,1,1,62,72,79,84,90,97,104,116,120,132,154,163,181,202,238,273,584.0
ENOG411DS98,1,1,1,62,72,79,84,90,97,104,116,120,154,178,195,217,241,280,315,585.0
ENOG411DXV0,1,1,1,62,72,79,84,90,97,104,116,120,563,619,672,726,783,838,895,586.0
ENOG411DR9B,1,1,1,62,166,188,210,229,258,290,321,351,383,426,463,508,556,609,662,587.0
ENOG411DUEC,1,1,1,62,166,188,210,229,258,290,321,585,643,703,762,822,881,942,1002,588.0
ENOG411DUDA,1,1,1,62,166,177,198,216,244,276,306,331,362,404,441,485,532,585,636,589.0
ENOG411DSYX,1,1,1,62,166,177,198,216,244,407,449,494,534,584,633,684,738,793,849,590.0
ENOG411DW0F,1,1,1,115,137,302,362,423,483,543,603,664,724,784,845,905,965,1026,1086,591.0
ENOG411E379,1,1,1,115,137,145,163,179,202,226,252,276,297,332,364,404,444,493,541,592.0
ENOG411DQU3,1,1,1,115,137,145,163,225,254,286,316,345,377,419,456,501,548,601,653,593.0
ENOG411DU1W,1,1,1,38,241,297,354,408,468,528,588,648,708,768,829,889,949,1010,1070,594.0
ENOG411DPN9,1,1,1,38,42,253,290,321,361,397,439,484,523,573,620,671,725,780,836,595.0
ENOG411DQQ7,1,1,1,38,42,252,288,319,359,395,436,479,518,568,615,666,720,775,831,596.0
ENOG411DRXF,1,1,1,38,42,248,284,315,355,391,432,475,514,564,611,662,716,771,827,597.0
ENOG411DQIR,1,1,1,38,42,192,216,235,265,298,329,359,394,437,474,519,567,621,675,598.0
ENOG411E5XH,1,1,1,38,42,269,312,355,410,467,523,578,636,696,754,814,873,934,994,599.0
ENOG411DSMW,1,1,1,38,42,47,51,55,58,60,121,127,139,161,175,195,217,253,288,600.0
ENOG411DT2C,1,1,1,38,42,47,51,55,58,60,121,127,139,382,419,461,507,559,609,601.0
ENOG411DSYW,1,1,1,38,42,47,51,55,58,60,66,69,73,85,91,102,117,144,169,602.0
ENOG411DVWI,1,1,1,38,42,47,51,55,58,60,66,69,127,242,265,292,324,367,409,603.0
ENOG411DUDE,1,1,1,38,42,47,51,55,58,60,66,69,127,147,156,174,195,230,263,604.0
ENOG411DSA3,1,1,1,38,42,47,51,55,58,60,66,69,127,147,308,341,380,426,471,605.0
ENOG411DU1E,1,1,1,38,42,47,51,55,58,223,249,273,348,389,426,469,516,569,620,606.0
ENOG411DTED,1,1,1,38,42,47,51,55,58,223,249,273,293,328,360,399,439,488,535,607.0
ENOG411DU04,1,1,1,38,42,47,51,55,58,223,249,273,293,396,433,476,523,576,627,608.0
ENOG411DU8W,1,1,1,38,42,47,51,55,58,167,186,198,213,244,267,294,326,369,411,609.0
ENOG411DYXS,1,1,1,38,42,47,51,55,58,167,186,198,587,647,703,760,818,875,932,610.0
ENOG411DSDH,1,1,1,109,131,138,151,164,182,203,229,250,268,302,331,367,406,454,500,611.0
ENOG411DSN5,1,1,1,109,131,138,151,164,182,203,229,250,268,302,331,367,406,454,500,612.0
ENOG411DUPB,1,1,1,141,170,182,203,221,249,281,311,337,368,410,447,491,538,591,642,613.0
ENOG411DXXV,1,1,1,141,170,182,203,312,350,386,426,469,508,558,605,656,710,765,821,614.0
ENOG411DXY8,1,1,1,52,59,65,322,369,426,484,541,599,658,718,777,837,897,958,1018,615.0
ENOG411DVVX,1,1,1,52,59,65,70,74,79,84,95,99,104,121,129,144,161,195,224,616.0
ENOG411DWEY,1,1,1,52,59,65,70,74,79,84,95,99,104,121,496,543,592,647,703,617.0
ENOG411DTCI,1,1,1,52,59,65,70,74,98,105,117,121,133,155,164,384,424,472,519,618.0
ENOG411DS4D,1,1,1,52,59,65,70,74,98,105,117,121,133,155,164,182,447,496,544,619.0
ENOG411DRTP,1,1,1,52,59,65,70,74,98,105,117,121,133,155,164,182,203,239,274,620.0
ENOG411DQXP,1,1,1,52,59,65,70,74,98,105,117,121,133,155,164,182,203,277,312,621.0
ENOG411DRK2,1,1,1,52,59,65,70,74,98,105,117,159,174,202,220,242,462,511,559,622.0
ENOG411DVX6,1,1,1,52,59,65,70,74,98,105,117,159,174,202,220,242,271,310,349,623.0
ENOG411DWBJ,1,1,1,52,59,65,70,74,98,105,117,159,174,202,220,242,376,422,466,624.0
ENOG411DT1R,1,1,1,52,59,65,70,74,98,105,117,159,174,203,291,323,358,404,448,625.0
ENOG411DTU6,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,283,314,357,398,626.0
ENOG411DQAY,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,243,496,547,597,627.0
ENOG411DQDB,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,243,272,311,350,628.0
ENOG411E670,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,243,345,906,963,629.0
ENOG411DYB8,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,243,345,390,434,630.0
ENOG411E4Z0,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,243,345,390,564,631.0
ENOG411E4CS,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,266,501,552,602,632.0
ENOG411DVRM,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,266,510,562,612,633.0
ENOG411DV5B,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,266,297,478,525,634.0
ENOG411DZIP,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,266,297,478,587,635.0
ENOG411DU9B,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,266,297,532,581,636.0
ENOG411DRVF,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,266,297,379,423,637.0
ENOG411DSGY,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,266,297,337,377,638.0
ENOG411DVTF,1,1,1,52,59,65,70,74,98,105,117,159,174,203,221,266,297,337,660,639.0
ENOG411DVSJ,1,1,1,52,240,291,346,398,458,518,578,638,698,758,819,879,939,1000,1060,640.0
ENOG411DQ18,1,1,1,52,57,63,153,166,187,208,234,256,275,309,339,377,417,465,512,641.0
ENOG411E4YI,1,1,1,52,57,63,307,347,398,451,506,561,618,678,734,793,851,912,971,642.0
ENOG411DQ82,1,1,1,52,57,63,68,72,77,191,217,235,251,284,312,346,385,431,476,643.0
ENOG411DUV6,1,1,1,52,57,63,68,72,77,81,191,203,218,249,273,301,334,377,419,644.0
ENOG411DR15,1,1,1,52,57,63,68,72,77,81,91,222,238,270,296,328,365,411,455,645.0
ENOG411E343,1,1,1,52,57,63,68,72,77,81,91,222,238,270,540,588,638,693,749,646.0
ENOG411E4UU,1,1,1,52,57,63,68,72,77,81,91,656,716,776,837,897,957,1018,1078,647.0
ENOG411DVCK,1,1,1,52,57,63,68,72,77,81,91,95,100,342,374,414,455,504,552,648.0
ENOG411DV6W,1,1,1,52,57,63,68,72,77,81,91,95,100,117,349,388,428,476,523,649.0
ENOG411DUBS,1,1,1,52,57,63,68,72,77,81,91,95,100,117,124,138,153,185,214,650.0
ENOG411DQ11,1,1,1,52,57,63,68,72,77,81,91,95,100,117,124,371,410,458,504,651.0
ENOG411DR5H,1,1,1,52,57,63,68,72,77,81,91,95,100,117,124,250,279,319,358,652.0
ENOG411E42K,1,1,1,52,57,63,68,72,77,81,91,95,100,117,124,772,830,890,947,653.0
ENOG411DWT9,1,1,1,52,57,63,68,72,77,81,91,95,126,378,415,457,503,555,605,654.0
ENOG411DSCA,1,1,1,52,57,63,68,72,77,81,91,95,126,146,155,173,194,229,262,655.0
ENOG411DUP9,1,1,1,52,57,63,68,72,77,81,91,95,126,146,155,565,614,669,725,656.0
ENOG411DU7A,1,1,1,12,14,15,17,20,20,22,287,312,339,376,413,455,500,551,601,657.0
ENOG411DUX7,1,1,1,12,14,15,17,20,20,22,25,27,27,30,32,36,45,61,74,658.0
ENOG411DVWN,1,1,1,12,14,15,17,20,20,22,25,27,27,590,640,691,746,801,858,659.0
ENOG411DWFM,1,1,1,57,64,70,303,340,388,440,494,546,598,658,714,773,831,891,948,660.0
ENOG411DXUJ,1,1,1,57,64,70,75,79,85,400,442,487,526,576,624,675,729,784,840,661.0
ENOG411DV4V,1,1,1,57,64,70,75,79,85,91,102,106,112,129,137,153,170,204,233,662.0
ENOG411DU75,1,1,1,57,64,70,75,79,85,91,102,106,150,174,190,210,234,272,307,663.0
ENOG411DPRQ,1,1,1,73,85,92,98,105,115,122,136,144,159,183,200,222,248,287,323,664.0
ENOG411DSNA,1,1,1,73,85,92,98,334,379,426,476,526,572,629,683,738,795,850,907,665.0
ENOG411DQKG,1,1,1,73,147,155,174,190,214,240,266,291,315,352,385,425,467,516,565,666.0
ENOG411DSE5,1,1,1,73,147,155,174,353,405,460,515,570,627,687,743,802,861,922,982,667.0
ENOG411DW02,1,1,1,8,9,10,12,388,447,505,565,624,684,744,805,865,925,986,1046,668.0
ENOG411DS2S,1,1,1,8,9,10,12,15,15,17,18,20,20,23,25,27,34,49,58,669.0
ENOG411DTI3,1,1,1,8,9,10,12,15,15,410,452,498,539,589,639,690,745,800,857,670.0
ENOG411DR1N,1,1,1,29,159,170,190,206,232,262,290,315,343,384,421,464,511,563,613,671.0
ENOG411DSC2,1,1,1,29,99,106,112,121,137,146,162,173,188,217,237,261,292,332,372,672.0
ENOG411DQBV,1,1,1,29,99,106,112,121,137,146,162,447,486,533,579,630,684,739,795,673.0
ENOG411DQTE,1,1,1,29,99,106,167,183,206,230,256,281,303,338,370,410,451,500,548,674.0
ENOG411DRM7,1,1,1,29,99,106,167,183,206,230,256,398,435,479,520,568,617,672,728,675.0
ENOG411DUVZ,1,1,1,29,99,106,167,183,289,323,357,388,424,468,507,554,603,658,714,676.0
ENOG411DXH2,1,1,1,29,99,106,167,183,289,323,357,584,642,702,761,821,880,941,1001,677.0
ENOG411DRIZ,1,1,1,29,32,236,268,297,333,369,407,445,484,531,577,628,682,737,793,678.0
