ID,cut_1193.94,cut_1145.7,cut_1085.4,cut_1025.1,cut_964.8,cut_904.5,cut_844.2,cut_783.9,cut_723.6,cut_663.3,cut_603,cut_542.7,cut_482.4,cut_422.1,cut_361.8,cut_301.5,cut_241.2,cut_180.9,cut_120.6,dendrogram_order
ENOG411DS5J,1,1,1,29,32,298,357,412,472,532,592,652,712,772,833,893,953,1014,1074,679.0
ENOG411DS7T,1,1,1,29,32,37,41,45,300,335,371,404,442,486,527,575,625,680,736,680.0
ENOG411DRKQ,1,1,1,29,32,37,41,45,47,49,54,57,106,123,131,146,163,197,226,681.0
ENOG411DTHX,1,1,1,29,32,37,41,45,47,49,54,57,72,84,89,100,115,142,167,682.0
ENOG411DXKS,1,1,1,29,32,37,41,45,47,49,54,57,59,602,653,705,761,816,873,683.0
ENOG411DPRW,1,1,1,29,32,37,41,45,47,49,54,57,59,70,74,82,95,119,143,684.0
ENOG411DT08,1,1,1,29,32,37,41,45,47,49,54,57,59,70,179,199,221,258,293,685.0
ENOG411DRS9,1,1,1,29,32,37,41,45,89,95,106,110,117,136,144,160,179,213,242,686.0
ENOG411DS05,1,1,1,29,32,37,41,45,89,95,106,480,519,569,616,667,721,776,832,687.0
ENOG411DQHS,1,1,1,177,215,246,282,313,351,387,427,470,509,559,606,657,711,766,822,688.0
ENOG411DX3N,1,1,1,177,215,246,328,376,434,492,550,608,667,727,787,847,907,968,1028,689.0
ENOG411E2JF,1,1,1,175,211,239,271,300,337,373,411,450,489,536,582,633,687,742,798,690.0
ENOG411DWG8,1,1,1,175,211,239,281,311,349,385,425,468,507,556,603,654,708,763,819,691.0
ENOG411DU82,1,1,1,5,6,6,6,7,7,8,8,8,8,10,11,13,17,25,29,692.0
ENOG411DR3Z,1,1,1,5,6,6,6,7,7,8,8,8,8,9,10,12,16,24,28,693.0
ENOG411DSCF,1,1,1,5,6,6,6,7,7,8,8,8,8,9,10,12,16,24,28,694.0
ENOG411DY53,1,1,1,5,6,6,6,7,7,8,8,8,8,9,10,12,16,24,28,695.0
ENOG411DSF7,1,1,1,5,6,6,6,7,7,8,8,8,8,9,10,12,16,24,28,696.0
ENOG411DXM6,1,1,1,5,6,6,6,7,7,8,8,8,8,9,10,12,16,24,28,697.0
ENOG411DWJ3,1,1,1,5,6,6,6,7,7,8,8,8,8,9,10,12,16,24,28,698.0
ENOG411DWTJ,1,1,1,5,6,6,6,7,7,8,8,8,8,9,10,12,16,24,28,699.0
ENOG411DR1J,1,1,1,6,68,74,79,83,239,270,299,324,354,395,432,475,522,575,626,700.0
ENOG411DPVX,1,1,1,6,68,74,79,83,90,97,108,112,122,142,150,167,187,222,255,701.0
ENOG411DVKV,1,1,1,6,68,74,79,83,90,97,108,280,302,337,369,409,450,499,547,702.0
ENOG411DVVJ,1,1,1,6,68,74,79,83,90,97,108,280,302,546,593,644,698,753,809,703.0
ENOG411DQD5,1,1,1,6,7,8,10,12,12,14,14,15,15,17,19,21,27,38,46,704.0
ENOG411DRHX,1,1,1,6,7,8,10,12,12,14,14,15,403,446,484,529,577,632,686,705.0
ENOG411DQQW,1,1,1,6,7,8,40,44,46,48,52,55,57,67,169,188,210,246,281,706.0
ENOG411DT2Y,1,1,1,6,7,8,40,44,46,48,52,55,57,67,71,78,91,113,134,707.0
ENOG411EA7D,1,1,1,6,7,8,40,44,46,48,52,55,57,67,71,78,757,812,869,708.0
ENOG411DXSW,1,1,1,6,7,8,40,44,46,48,85,88,92,108,115,129,144,176,203,709.0
ENOG411DXDT,1,1,1,6,7,8,40,44,46,48,85,341,372,414,451,496,543,596,648,710.0
ENOG411DV73,1,1,1,15,41,46,50,54,57,59,65,68,71,83,88,98,113,140,165,711.0
ENOG411DXYX,1,1,1,15,41,46,50,54,57,59,65,68,71,601,652,704,760,815,872,712.0
ENOG411E15G,1,1,1,15,17,19,21,24,67,70,77,80,84,98,104,116,131,162,188,713.0
ENOG411E3BJ,1,1,1,15,17,19,21,24,67,70,77,80,84,98,641,692,747,802,859,714.0
ENOG411E2WJ,1,1,1,15,17,19,21,24,24,26,29,31,31,35,37,43,52,71,86,715.0
ENOG411E2QA,1,1,1,15,17,19,21,24,24,26,29,442,480,527,573,624,676,731,787,716.0
ENOG411DS9E,1,1,1,15,17,56,61,65,69,214,240,262,281,316,346,385,425,473,520,717.0
ENOG411DQ3S,1,1,1,15,17,56,61,65,69,72,79,82,86,100,106,118,133,164,190,718.0
ENOG411DTW6,1,1,1,15,17,56,61,65,69,72,79,175,190,219,239,263,294,334,374,719.0
ENOG411DXXG,1,1,1,15,17,18,20,23,23,398,440,485,524,574,622,673,727,782,838,720.0
ENOG411EDNY,1,1,1,15,17,18,20,23,23,417,464,512,555,611,662,715,772,827,884,721.0
ENOG411DPWT,1,1,1,15,17,18,20,23,23,25,28,30,30,33,35,40,49,67,80,722.0
ENOG411DTG7,1,1,1,15,17,18,20,23,23,25,28,30,30,141,149,166,186,221,254,723.0
ENOG411DUS5,1,1,1,15,17,18,20,23,23,25,28,30,94,110,117,131,146,178,205,724.0
ENOG411DT2P,1,1,1,15,17,18,20,23,23,25,28,30,62,73,110,123,138,169,196,725.0
ENOG411DVXP,1,1,1,15,17,18,20,23,23,25,28,30,62,73,77,85,99,123,147,726.0
ENOG411DX6W,1,1,1,15,17,18,20,23,23,25,28,30,62,73,77,617,669,724,780,727.0
ENOG411DR9Q,1,1,1,71,83,90,96,103,113,120,133,141,155,179,196,218,242,281,317,728.0
ENOG411DVPG,1,1,1,71,83,90,195,211,238,269,298,323,537,587,636,687,741,796,852,729.0
ENOG411DV67,1,1,1,71,83,90,195,211,238,269,298,323,353,394,431,474,521,574,625,730.0
ENOG411DZG6,1,1,1,71,83,90,195,211,238,269,298,323,353,622,675,729,786,841,898,731.0
ENOG411DYRU,1,1,1,126,151,162,182,198,224,254,280,305,331,368,405,447,491,542,592,732.0
ENOG411EDRJ,1,1,1,126,151,162,182,333,378,425,475,525,571,628,682,737,794,849,906,733.0
ENOG411DTW7,1,1,1,7,224,259,296,327,367,405,447,492,532,582,631,682,736,791,847,734.0
ENOG411DWBR,1,1,1,7,8,9,11,14,14,187,210,225,241,274,300,333,371,417,461,735.0
ENOG411DPNI,1,1,1,7,8,9,11,14,14,16,16,18,18,20,22,24,31,44,53,736.0
ENOG411DSEE,1,1,1,7,8,9,11,14,14,16,16,18,18,34,36,41,50,68,81,737.0
ENOG411DQRK,1,1,1,7,8,9,11,14,14,16,17,19,19,65,68,75,88,110,131,738.0
ENOG411DQWJ,1,1,1,7,8,9,11,14,14,16,17,19,19,65,68,106,121,148,173,739.0
ENOG411DQPE,1,1,1,7,8,9,11,14,14,16,17,19,19,22,24,26,33,48,57,740.0
ENOG411DYRE,1,1,1,7,8,9,11,14,14,16,17,19,19,22,638,689,744,799,856,741.0
ENOG411DWEZ,1,1,1,80,94,288,343,394,454,514,574,634,694,754,815,875,935,996,1056,742.0
ENOG411EEAG,1,1,1,80,94,268,311,352,404,459,514,569,626,686,742,801,860,921,981,743.0
ENOG411DTTJ,1,1,1,80,94,101,107,116,129,138,153,164,179,208,226,249,278,318,357,744.0
ENOG411E3MS,1,1,1,80,94,101,107,116,129,138,153,583,641,701,760,820,879,940,1000,745.0
ENOG411DS0E,1,1,1,80,94,101,126,136,183,204,230,251,269,303,332,368,407,455,501,746.0
ENOG411DRX4,1,1,1,80,94,101,126,136,152,163,182,194,209,239,261,287,319,362,403,747.0
ENOG411DYI5,1,1,1,80,94,101,126,136,152,238,264,289,311,348,381,421,463,512,560,748.0
ENOG411DWFF,1,1,1,23,26,29,31,34,44,46,50,53,121,140,148,164,184,219,251,749.0
ENOG411E4PT,1,1,1,23,26,29,31,34,44,46,50,53,55,63,66,73,85,106,127,750.0
ENOG411E0U4,1,1,1,23,26,29,31,34,44,46,50,53,55,63,66,79,92,115,137,751.0
ENOG411DV2Y,1,1,1,23,26,29,31,34,34,246,272,297,323,360,395,437,480,529,578,752.0
ENOG411E4SY,1,1,1,23,26,29,31,34,34,36,546,604,663,723,783,843,903,964,1024,753.0
ENOG411E303,1,1,1,23,26,29,31,34,34,36,40,42,43,49,52,59,69,89,107,754.0
ENOG411E3K7,1,1,1,23,26,29,31,34,34,36,40,42,43,49,52,59,205,241,276,755.0
ENOG411E4RK,1,1,1,23,26,29,31,34,34,36,40,42,43,313,343,381,421,469,516,756.0
ENOG411E5UZ,1,1,1,23,26,29,31,34,34,36,40,42,43,313,343,720,777,832,889,757.0
ENOG411DZRV,1,1,1,23,48,53,355,409,469,529,589,649,709,769,830,890,950,1011,1071,758.0
ENOG411DX79,1,1,1,23,48,53,57,61,64,67,73,76,80,94,100,112,127,156,182,759.0
ENOG411EM29,1,1,1,23,48,53,57,61,64,175,460,507,550,606,657,709,765,820,877,760.0
ENOG411E2SA,1,1,1,23,48,53,57,61,64,175,196,210,225,256,280,311,346,392,436,761.0
ENOG411E2MD,1,1,1,23,48,53,57,61,64,175,196,210,426,470,509,556,605,660,716,762.0
ENOG411DVZ5,1,1,1,66,77,178,199,217,245,277,307,333,364,406,443,487,534,587,638,763.0
ENOG411DZ74,1,1,1,66,77,178,199,217,245,277,307,333,591,651,707,764,822,879,936,764.0
ENOG411DSTP,1,1,1,66,77,84,119,129,145,155,171,183,198,227,248,273,304,345,385,765.0
ENOG411DU25,1,1,1,66,77,84,89,96,105,112,125,132,144,166,181,201,223,260,295,766.0
ENOG411DUN1,1,1,1,66,77,84,89,96,105,112,125,132,144,169,184,204,226,264,299,767.0
ENOG411DSF6,1,1,1,66,77,84,89,96,105,112,125,132,144,169,184,211,235,273,308,768.0
ENOG411DWYQ,1,1,1,66,77,84,89,96,252,284,314,343,374,416,453,498,545,598,650,769.0
ENOG411DVN7,1,1,1,66,77,84,89,96,252,284,314,453,492,539,586,637,691,746,802,770.0
ENOG411DUCK,1,1,1,37,40,45,320,367,424,482,539,597,656,716,775,835,895,956,1016,771.0
ENOG411DQN3,1,1,1,37,40,45,49,53,56,58,64,126,138,160,174,194,216,252,287,772.0
ENOG411DSUR,1,1,1,37,40,45,49,53,56,58,64,67,70,82,87,97,112,138,162,773.0
ENOG411DTPF,1,1,1,37,40,45,49,53,56,58,64,67,70,503,546,594,644,699,755,774.0
ENOG411E3Q9,1,1,1,146,178,194,218,238,268,301,333,364,399,442,479,524,572,627,681,775.0
ENOG411DX5N,1,1,1,146,178,194,279,309,347,383,423,466,505,554,601,652,706,761,817,776.0
ENOG411DXFU,1,1,1,2,3,3,3,3,3,3,148,157,172,199,217,239,268,307,346,777.0
ENOG411DW73,1,1,1,2,3,3,3,3,3,3,148,157,172,199,377,417,458,507,555,778.0
ENOG411DQGT,1,1,1,2,3,3,3,3,3,3,3,3,3,3,235,259,290,330,370,779.0
ENOG411DVRP,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,8,9,14,18,780.0
ENOG411DSY4,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,590,645,701,781.0
ENOG411DQ51,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,13,20,24,782.0
ENOG411DQVX,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,13,20,24,783.0
ENOG411DQF1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,13,20,24,784.0
ENOG411DUW9,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,785.0
ENOG411DU8E,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,6,21,25,786.0
ENOG411DUYS,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,6,8,12,787.0
ENOG411E0XZ,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,6,8,12,788.0
ENOG411DWIX,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,6,12,16,789.0
ENOG411DWG0,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,6,13,17,790.0
ENOG411DVD7,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,6,13,17,791.0
ENOG411DSM9,1,1,1,2,98,105,111,120,135,144,160,171,186,215,234,258,289,329,368,792.0
ENOG411DYF9,1,1,1,2,98,105,111,120,135,144,160,171,577,635,690,745,802,857,914,793.0
ENOG411DQPC,1,1,1,2,213,243,276,305,343,379,419,462,501,550,597,648,702,757,813,794.0
ENOG411DTET,1,1,1,2,225,260,298,331,371,411,453,499,541,593,644,696,751,806,863,795.0
ENOG411DSSU,1,1,1,2,220,255,292,323,363,401,443,488,527,577,626,677,731,786,842,796.0
ENOG411DUT0,1,1,1,2,10,33,152,165,185,206,232,254,273,307,337,374,413,461,507,797.0
ENOG411DWGQ,1,1,1,2,10,33,152,165,185,206,232,482,521,571,618,669,723,778,834,798.0
ENOG411DQB3,1,1,1,2,10,33,36,40,40,42,46,48,49,57,60,67,78,99,119,799.0
ENOG411DUFW,1,1,1,2,10,33,36,40,54,183,206,220,236,268,294,326,361,407,451,800.0
ENOG411DQ8H,1,1,1,2,10,33,36,40,54,56,109,113,123,143,152,169,190,225,258,801.0
ENOG411DXCE,1,1,1,2,10,33,36,40,54,56,109,113,123,193,211,233,260,299,338,802.0
ENOG411DW2U,1,1,1,2,10,33,36,40,54,56,62,233,249,282,309,342,381,427,472,803.0
ENOG411DR5K,1,1,1,2,10,33,36,40,54,56,62,65,68,88,94,105,120,147,172,804.0
ENOG411DTFQ,1,1,1,2,10,33,36,40,54,56,62,65,68,80,85,94,109,134,158,805.0
ENOG411DX4E,1,1,1,2,10,33,36,40,54,56,62,65,68,80,313,347,386,432,477,806.0
ENOG411DW8E,1,1,1,2,10,11,13,16,16,463,519,574,632,692,749,808,867,928,988,807.0
ENOG411DQYV,1,1,1,2,10,11,13,16,16,18,19,21,21,24,26,28,35,50,59,808.0
ENOG411DRAV,1,1,1,2,10,11,13,16,16,18,19,21,21,38,41,48,57,77,93,809.0
ENOG411DSBB,1,1,1,2,10,11,13,16,16,18,19,234,250,283,311,345,384,430,475,810.0
ENOG411DV19,1,1,1,2,10,11,13,16,16,18,19,234,612,672,728,787,845,905,962,811.0
ENOG411DQD0,1,1,1,2,10,31,34,37,100,107,119,123,135,157,167,185,207,243,278,812.0
ENOG411DPQP,1,1,1,2,10,31,34,37,100,107,119,206,221,252,276,306,339,383,427,813.0
ENOG411EMPK,1,1,1,2,10,31,34,37,100,107,119,206,603,663,719,778,836,896,953,814.0
ENOG411DUWN,1,1,1,2,10,31,34,37,37,39,304,329,360,402,439,483,530,583,634,815.0
ENOG411DRF6,1,1,1,2,10,31,34,37,37,39,43,45,46,52,55,62,72,93,112,816.0
ENOG411DXHX,1,1,1,2,10,31,34,37,37,39,43,45,375,417,454,499,546,599,651,817.0
ENOG411DU9A,1,1,1,44,49,54,58,62,65,82,92,96,101,118,125,139,154,186,215,818.0
ENOG411DQUP,1,1,1,44,49,54,58,62,65,82,92,96,101,118,125,139,154,186,267,819.0
ENOG411DT6T,1,1,1,44,49,54,58,62,65,68,75,78,82,96,102,114,129,159,185,820.0
ENOG411DZPQ,1,1,1,44,49,54,58,62,65,68,75,78,82,272,298,331,368,414,458,821.0
ENOG411DWX5,1,1,1,42,46,51,128,138,155,166,185,197,212,243,266,293,325,368,410,822.0
ENOG411DYFC,1,1,1,42,46,51,128,138,155,166,185,197,212,425,462,507,555,608,661,823.0
ENOG411E1ZQ,1,1,1,42,46,51,55,59,62,64,70,73,319,356,390,431,474,523,572,824.0
ENOG411DV4G,1,1,1,42,46,51,55,59,62,64,70,73,77,101,107,119,134,165,192,825.0
ENOG411DWQ5,1,1,1,42,46,51,55,59,62,64,70,73,77,101,107,119,174,208,237,826.0
ENOG411DSME,1,1,1,42,46,51,55,59,62,64,70,73,77,91,97,109,364,410,454,827.0
ENOG411E38X,1,1,1,42,46,51,55,59,62,64,70,73,77,91,97,109,124,885,942,828.0
ENOG411DTAM,1,1,1,42,46,51,55,59,62,64,70,73,77,91,97,109,124,151,177,829.0
ENOG411DRA8,1,1,1,42,46,51,55,59,62,64,70,73,77,91,97,109,124,151,191,830.0
ENOG411DQ76,1,1,1,42,46,51,55,59,62,64,70,73,77,91,97,109,124,151,191,831.0
ENOG411DVII,1,1,1,42,46,51,55,59,62,64,70,73,77,91,127,142,159,193,222,832.0
ENOG411DTYH,1,1,1,42,46,51,55,59,62,64,70,73,77,91,127,142,233,271,306,833.0
ENOG411DX6K,1,1,1,182,243,301,360,418,478,538,598,659,719,779,840,900,960,1021,1081,834.0
ENOG411DVKY,1,1,1,1,120,127,139,150,167,184,207,221,237,269,295,327,362,408,452,835.0
ENOG411DUZ5,1,1,1,1,120,127,139,150,167,184,207,221,237,269,399,441,484,534,583,836.0
ENOG411DQWQ,1,1,1,1,120,127,139,150,167,184,207,221,237,269,399,462,508,560,610,837.0
ENOG411DYKE,1,1,1,1,120,127,139,150,167,184,207,221,237,269,399,462,508,560,610,838.0
ENOG411EJUS,1,1,1,1,233,278,325,373,430,488,545,603,662,722,782,842,902,963,1023,839.0
ENOG411E40C,1,1,1,1,24,293,349,401,461,521,581,641,701,761,822,882,942,1003,1063,840.0
ENOG411DURA,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,150,167,201,230,841.0
ENOG411E36S,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,143,263,302,341,842.0
ENOG411E5A2,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,143,315,358,399,843.0
ENOG411E5NQ,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,143,315,358,511,844.0
ENOG411E2SI,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,143,182,217,247,845.0
ENOG411E59F,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,143,160,391,435,846.0
ENOG411E3VR,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,143,160,355,396,847.0
ENOG411E6Q3,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,143,160,194,614,848.0
ENOG411E0HW,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,143,160,194,333,849.0
ENOG411DU0P,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,143,160,194,223,850.0
ENOG411E6B8,1,1,1,1,24,26,28,31,31,33,94,98,103,120,128,143,160,194,390,851.0
ENOG411DU98,1,1,1,1,24,26,28,31,31,33,36,406,531,581,630,681,735,790,846,852.0
ENOG411E3KF,1,1,1,1,24,26,28,31,31,33,36,406,444,488,529,577,627,682,738,853.0
ENOG411E6XF,1,1,1,1,24,26,28,31,31,33,36,406,444,488,751,811,870,931,991,854.0
ENOG411E2TM,1,1,1,1,24,26,28,31,31,33,36,38,568,625,679,733,790,845,902,855.0
ENOG411E1ZH,1,1,1,1,24,26,28,31,31,33,36,38,38,43,46,53,229,267,302,856.0
ENOG411DY9V,1,1,1,1,24,26,28,31,31,33,36,38,38,43,46,53,62,82,98,857.0
ENOG411E2RG,1,1,1,1,24,26,28,31,31,33,36,38,38,43,46,53,62,262,297,858.0
ENOG411DWZH,1,1,1,1,24,26,28,31,31,33,36,38,38,77,81,90,105,130,154,859.0
ENOG411E49C,1,1,1,1,24,26,28,31,31,33,36,38,38,77,81,810,869,930,990,860.0
ENOG411DQ0Q,1,1,1,1,204,228,259,285,320,356,392,428,466,511,554,603,654,709,765,861.0
ENOG411DVWX,1,1,1,1,110,117,127,137,184,205,231,252,270,304,334,370,409,457,503,862.0
ENOG411E08T,1,1,1,1,110,117,127,137,184,205,231,252,270,304,755,815,874,935,995,863.0
ENOG411DR3K,1,1,1,1,110,117,127,137,154,165,184,196,211,241,263,289,321,364,406,864.0
ENOG411DR1Q,1,1,1,1,110,117,127,137,154,165,184,196,211,383,420,463,509,561,611,865.0
ENOG411DSUW,1,1,1,1,195,219,249,274,309,344,380,415,453,497,538,586,636,691,747,866.0
ENOG411DSPV,1,1,1,1,226,264,304,343,392,444,498,552,605,665,721,780,838,898,955,867.0
ENOG411DXZN,1,1,1,1,242,299,358,415,475,535,595,655,715,775,836,896,956,1017,1077,868.0
ENOG411E33J,1,1,1,1,2,296,353,405,465,525,585,645,705,765,826,886,946,1007,1067,869.0
ENOG411DUG7,1,1,1,1,2,232,263,290,325,361,397,433,471,517,561,610,661,716,772,870.0
ENOG411DUDH,1,1,1,1,2,262,301,337,384,434,484,535,582,642,697,753,810,867,924,871.0
ENOG411DVEM,1,1,1,1,2,272,315,359,415,472,528,586,644,704,763,823,882,943,1003,872.0
ENOG411DQCX,1,1,1,1,2,160,180,196,222,252,278,303,329,366,403,445,488,539,589,873.0
ENOG411DY7B,1,1,1,1,2,7,352,404,464,524,584,644,704,764,825,885,945,1006,1066,874.0
ENOG411DW56,1,1,1,1,2,7,115,125,141,151,167,179,194,223,243,268,299,340,380,875.0
ENOG411DSUX,1,1,1,1,2,7,7,8,8,9,429,472,511,561,608,659,713,768,824,876.0
ENOG411DRXN,1,1,1,1,2,7,7,8,8,9,9,9,9,48,51,58,68,88,106,877.0
ENOG411DWYG,1,1,1,1,2,7,7,8,8,9,9,9,9,48,353,392,432,481,528,878.0
ENOG411DRGZ,1,1,1,1,2,7,7,8,8,9,9,9,9,21,23,25,32,47,56,879.0
ENOG411DXXQ,1,1,1,1,2,7,7,8,8,9,9,9,9,11,621,672,726,781,837,880.0
ENOG411DTUH,1,1,1,1,2,7,7,8,8,9,9,9,9,11,12,304,337,381,425,881.0
ENOG411DPXD,1,1,1,1,2,7,7,8,8,9,9,9,9,11,12,14,18,27,31,882.0
ENOG411DVDW,1,1,1,1,2,7,7,8,8,9,9,9,9,11,12,619,671,726,782,883.0
ENOG411DXSK,1,1,1,1,2,7,7,157,175,196,222,240,258,291,320,354,393,440,485,884.0
ENOG411DQ5Z,1,1,1,1,2,7,7,11,11,247,273,298,324,361,396,438,481,530,579,885.0
ENOG411DXSD,1,1,1,1,2,7,7,11,11,220,246,269,289,324,356,395,435,484,531,886.0
ENOG411E3JK,1,1,1,1,2,7,7,11,11,13,13,14,14,16,17,343,382,428,473,887.0
ENOG411DV8I,1,1,1,1,2,7,7,11,11,13,13,14,14,16,17,19,30,43,52,888.0
ENOG411E36U,1,1,1,1,2,7,7,11,11,13,13,14,14,16,17,19,30,43,209,889.0
ENOG411DZK2,1,1,1,1,2,7,7,11,11,13,13,14,14,16,17,19,25,444,489,890.0
ENOG411E44I,1,1,1,1,2,7,7,11,11,13,13,14,14,16,17,19,25,154,180,891.0
ENOG411E3RJ,1,1,1,1,2,7,7,11,11,13,13,14,14,16,17,19,25,34,123,892.0
ENOG411DPR9,1,1,1,1,2,7,7,11,11,13,13,14,14,16,17,19,25,34,41,893.0
ENOG411E3W8,1,1,1,1,2,7,7,11,11,13,13,14,14,16,17,19,25,34,206,894.0
ENOG411E25X,1,1,1,1,2,7,7,11,11,13,20,124,136,158,168,186,208,244,279,895.0
ENOG411DRKE,1,1,1,1,2,7,7,11,11,13,20,22,22,135,143,480,527,580,631,896.0
ENOG411DY5D,1,1,1,1,2,7,7,11,11,13,20,22,22,135,143,159,178,212,241,897.0
ENOG411DZXG,1,1,1,1,2,7,7,11,11,13,20,22,22,135,143,159,178,435,480,898.0
ENOG411DUR9,1,1,1,1,2,7,7,11,11,13,20,22,22,53,56,63,73,94,113,899.0
ENOG411DWN9,1,1,1,1,2,7,7,11,11,13,20,22,22,53,56,63,415,463,509,900.0
ENOG411E4XW,1,1,1,1,2,7,7,11,11,13,20,22,22,53,56,171,192,227,260,901.0
ENOG411E53Z,1,1,1,1,2,7,7,11,11,13,20,22,22,53,56,187,209,245,280,902.0
ENOG411DWSQ,1,1,1,1,2,7,7,11,11,13,20,22,22,53,56,187,209,626,680,903.0
ENOG411E5DW,1,1,1,1,2,7,7,11,11,13,20,22,22,557,604,655,709,764,820,904.0
ENOG411E4TR,1,1,1,1,2,7,7,11,11,13,20,22,22,25,204,226,253,292,328,905.0
ENOG411DRI7,1,1,1,1,2,7,7,11,11,13,20,22,22,25,27,42,87,109,130,906.0
ENOG411DSDA,1,1,1,1,2,7,7,11,11,13,20,22,22,25,27,42,87,191,220,907.0
ENOG411DXFT,1,1,1,1,2,7,7,11,11,13,20,22,22,25,27,42,51,69,82,908.0
ENOG411DPXN,1,1,1,1,2,7,7,11,11,13,20,22,22,25,27,42,51,114,135,909.0
ENOG411DV3Y,1,1,1,1,2,7,7,11,11,13,20,22,22,25,27,42,51,114,331,910.0
ENOG411DVJ7,1,1,1,1,2,7,7,11,11,13,20,22,22,25,27,30,39,55,64,911.0
ENOG411DSV8,1,1,1,1,2,7,7,11,11,13,20,22,22,25,27,376,416,464,510,912.0
ENOG411E5U4,1,1,1,1,2,7,7,11,11,13,20,22,22,25,27,376,552,605,657,913.0
ENOG411DY8W,1,1,1,1,2,218,248,272,307,342,378,413,451,495,536,584,634,689,745,914.0
ENOG411DUE1,1,1,1,1,2,229,260,286,321,357,393,429,467,512,555,604,655,710,766,915.0
ENOG411DRK6,1,1,1,1,2,2,246,270,304,339,375,410,448,492,533,581,631,686,742,916.0
ENOG411DRD6,1,1,1,1,2,2,272,301,339,375,413,454,493,540,587,638,692,747,803,917.0
ENOG411DSGF,1,1,1,1,2,2,176,192,216,242,268,293,318,355,389,430,472,521,570,918.0
ENOG411DTYS,1,1,1,1,2,2,361,422,482,542,602,663,723,783,844,904,964,1025,1085,919.0
ENOG411DR7F,1,1,1,1,2,2,155,168,189,210,236,258,277,311,341,379,419,467,514,920.0
ENOG411DSNY,1,1,1,1,2,2,8,9,9,11,11,156,171,198,216,238,267,306,345,921.0
ENOG411DY4J,1,1,1,1,2,2,8,9,9,11,11,11,40,45,48,55,64,84,100,922.0
ENOG411DSM0,1,1,1,1,2,2,8,9,9,11,11,11,11,148,157,175,196,231,264,923.0
ENOG411DUM6,1,1,1,1,2,2,8,9,9,11,11,11,11,13,14,16,20,29,33,924.0
ENOG411DYCM,1,1,1,1,2,2,8,9,9,11,11,11,11,13,165,183,204,240,275,925.0
ENOG411DQYF,1,1,1,1,2,2,8,13,112,119,132,140,153,177,194,216,240,279,314,926.0
ENOG411DZRP,1,1,1,1,2,2,8,13,112,119,132,524,570,627,681,736,793,848,905,927.0
